Subject,Grade,Standard,Prepared Graduate 1,Prepared Graduate 2,Prepared Graduate 3,Prepared Graduate 4,Prepared Graduate 5,Grade Level Expectation,GLE Code,Subheading,Statement
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Colorado Essential Skills:,"Articulate thoughts and ideas effectively using oral, written, and nonverbal communication skills in a variety of forms and contexts. (including multilingual) (Information and Communications Technologies)]"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Colorado Essential Skills:,"Analyze both how and why media messages are constructed, and for what purposes and use information accurately, ethically, and creatively for the issue or problem at hand. (Professional Skills, Information Literacy)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Colorado Essential Skills:,"Create information through the use of technologies. (Professional Skills, Use Information and Communications Technology)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,In what ways can speakers effectively engage audiences throughout a presentation?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,"How are speaking, listening, and responding skills used during an effective presentation?"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,What can speakers learn about their own presentation skills from listening to and critiquing the presentations of others?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,How do different purposes and audiences affect presentation outcomes?
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,"What connections are there between print text structures (such as chronology, description, proposition-support, critique, inductive-deductive) and the organization and development of content for a specific oral presentation?"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Questions:,"Why is it important to match the vocabulary used to a particular audience? (For example, scientific terms are important to use when talking with biologists or physicists.)"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Reasoning Skills:,"Assess strengths and weaknesses of their thinking and thinking of others by using criteria including relevance, clarity, accuracy, fairness, significance, depth, breadth, logic, and precision."
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Reasoning Skills:,"Evaluate rhetorical appeals (logos, ethos, pathos, and kairos) and use them in persuasive speaking."
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,1. Oral Expression and Listening,2. Deliver effective oral presentations for varied audiences and varied purposes.,,,,,"2. Integrate credible, accurate information into appropriate media and formats to meet an audience's needs.",RW.H2.1.2,Essential Reasoning Skills:,Critique and reframe formal fallacies in reasoning.
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,2. Reading for All Purposes,3. Read a wide range of literary texts to build knowledge and to better understand the human experience.,,,,,1. Interpret and evaluate complex literature using various critical reading strategies.,RW.H2.2.1,Students Can:,"Use Key Ideas and Details to:<ul class=""subEOItem""> <li> Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain. (CCSS: RL.11-12.1)</li><li> Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text. (CCSS: RL.11-12.2)</li><li> Analyze the impact of the author's choices regarding how to develop and relate elements of a story or drama (for example: where a story is set, how the action is ordered, how the characters are introduced and developed). (CCSS: RL.11-12.3)</li>  </ul>"
"Reading, Writing, and Communicating",Eleventh / Twelfth Grade Band,2. Reading for All Purposes,3. Read a wide range of literary texts to build knowledge and to better understand the human experience.,,,,,1. Interpret and evaluate complex literature using various critical reading strategies.,RW.H2.2.1,Students Can:,"Use Craft and Structure to:<ul class=""subEOItem""> <li> Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.) (CCSS: RL.11-12.4)</li><li>Analyze how an author's choices concerning how to structure specific parts of a text (for example: the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact. (CCSS: RL.11-12.5)</li><li>Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (for example: satire, sarcasm, irony, or understatement). (CCSS: RL.11-12.6)</li>  </ul>"
